time,mass,MOIx,MOIy,MOIz,centre-of-mass
24.775000,38.457406,0.199360,219.191028,219.191028,1.932990
24.780000,38.456788,0.199357,219.190833,219.190833,1.933021
24.785000,38.456171,0.199354,219.190639,219.190639,1.933052
24.790000,38.455553,0.199351,219.190445,219.190445,1.933083
24.795000,38.454935,0.199348,219.190251,219.190251,1.933114
24.800000,38.454318,0.199345,219.190057,219.190057,1.933145
24.805000,38.453700,0.199342,219.189863,219.189863,1.933176
24.810000,38.453083,0.199339,219.189668,219.189668,1.933207
24.815000,38.452465,0.199336,219.189474,219.189474,1.933238
24.820000,38.451847,0.199333,219.189280,219.189280,1.933269
24.825000,38.451230,0.199329,219.189086,219.189086,1.933300
24.830000,38.450612,0.199326,219.188892,219.188892,1.933332
24.835000,38.449995,0.199323,219.188698,219.188698,1.933363
24.840000,38.449377,0.199320,219.188503,219.188503,1.933394
24.845000,38.448759,0.199317,219.188309,219.188309,1.933425
24.850000,38.448142,0.199314,219.188115,219.188115,1.933456
24.855000,38.447524,0.199311,219.187921,219.187921,1.933487
24.860000,38.446907,0.199308,219.187727,219.187727,1.933518
24.865000,38.446289,0.199305,219.187532,219.187532,1.933549
24.870000,38.445671,0.199302,219.187338,219.187338,1.933580
24.875000,38.445054,0.199298,219.187144,219.187144,1.933611
24.880000,38.444436,0.199295,219.186950,219.186950,1.933642
24.885000,38.443819,0.199292,219.186756,219.186756,1.933673
24.890000,38.443201,0.199289,219.186562,219.186562,1.933704
24.895000,38.442583,0.199286,219.186367,219.186367,1.933735
24.900000,38.441966,0.199283,219.186173,219.186173,1.933766
24.905000,38.441348,0.199280,219.185979,219.185979,1.933797
24.910000,38.440731,0.199277,219.185785,219.185785,1.933829
24.915000,38.440113,0.199274,219.185591,219.185591,1.933860
24.920000,38.439495,0.199271,219.185397,219.185397,1.933891
24.925000,38.438878,0.199267,219.185202,219.185202,1.933922
24.930000,38.438260,0.199264,219.185008,219.185008,1.933953
24.935000,38.437643,0.199261,219.184814,219.184814,1.933984
24.940000,38.437025,0.199258,219.184620,219.184620,1.934015
24.945000,38.436407,0.199255,219.184426,219.184426,1.934046
24.950000,38.435790,0.199252,219.184231,219.184231,1.934077
24.955000,38.435172,0.199249,219.184037,219.184037,1.934108
24.960000,38.434555,0.199246,219.183843,219.183843,1.934139
24.965000,38.433937,0.199243,219.183649,219.183649,1.934170
24.970000,38.433319,0.199239,219.183455,219.183455,1.934201
24.975000,38.432702,0.199236,219.183261,219.183261,1.934233
24.980000,38.432084,0.199233,219.183066,219.183066,1.934264
24.985000,38.431467,0.199230,219.182872,219.182872,1.934295
24.990000,38.430849,0.199227,219.182678,219.182678,1.934326
24.995000,38.430231,0.199224,219.182484,219.182484,1.934357
25.000000,38.429614,0.199221,219.182290,219.182290,1.934388
25.005000,38.428996,0.199218,219.182095,219.182095,1.934419
25.010000,38.428379,0.199215,219.181901,219.181901,1.934450
25.015000,38.427761,0.199212,219.181707,219.181707,1.934481
25.020000,38.427143,0.199208,219.181513,219.181513,1.934512
25.025000,38.426526,0.199205,219.181319,219.181319,1.934543
25.030000,38.425908,0.199202,219.181125,219.181125,1.934574
25.035000,38.425291,0.199199,219.180930,219.180930,1.934606
25.040000,38.424673,0.199196,219.180736,219.180736,1.934637
25.045000,38.424055,0.199193,219.180542,219.180542,1.934668
25.050000,38.423438,0.199190,219.180348,219.180348,1.934699
25.055000,38.422820,0.199187,219.180154,219.180154,1.934730
25.060000,38.422203,0.199184,219.179959,219.179959,1.934761
25.065000,38.421585,0.199180,219.179765,219.179765,1.934792
25.070000,38.420967,0.199177,219.179571,219.179571,1.934823
25.075000,38.420350,0.199174,219.179377,219.179377,1.934854
25.080000,38.419732,0.199171,219.179183,219.179183,1.934885
25.085000,38.419115,0.199168,219.178989,219.178989,1.934917
25.090000,38.418497,0.199165,219.178794,219.178794,1.934948
25.095000,38.417880,0.199162,219.178600,219.178600,1.934979
25.100000,38.417262,0.199159,219.178406,219.178406,1.935010
25.105000,38.416644,0.199156,219.178212,219.178212,1.935041
25.110000,38.416027,0.199152,219.178018,219.178018,1.935072
25.115000,38.415409,0.199149,219.177823,219.177823,1.935103
25.120000,38.414792,0.199146,219.177629,219.177629,1.935134
25.125000,38.414174,0.199143,219.177435,219.177435,1.935165
25.130000,38.413556,0.199140,219.177241,219.177241,1.935197
25.135000,38.412939,0.199137,219.177047,219.177047,1.935228
25.140000,38.412321,0.199134,219.176853,219.176853,1.935259
25.145000,38.411704,0.199131,219.176658,219.176658,1.935290
25.150000,38.411086,0.199128,219.176464,219.176464,1.935321
25.155000,38.410468,0.199124,219.176270,219.176270,1.935352
25.160000,38.409851,0.199121,219.176076,219.176076,1.935383
25.165000,38.409233,0.199118,219.175882,219.175882,1.935414
25.170000,38.408616,0.199115,219.175687,219.175687,1.935445
25.175000,38.407998,0.199112,219.175493,219.175493,1.935477
25.180000,38.407380,0.199109,219.175299,219.175299,1.935508
25.185000,38.406763,0.199106,219.175105,219.175105,1.935539
25.190000,38.406145,0.199103,219.174911,219.174911,1.935570
25.195000,38.405528,0.199100,219.174717,219.174717,1.935601
25.200000,38.404910,0.199096,219.174522,219.174522,1.935632
25.205000,38.404292,0.199093,219.174328,219.174328,1.935663
25.210000,38.403675,0.199090,219.174134,219.174134,1.935695
25.215000,38.403057,0.199087,219.173940,219.173940,1.935726
25.220000,38.402440,0.199084,219.173746,219.173746,1.935757
25.225000,38.401822,0.199081,219.173551,219.173551,1.935788
25.230000,38.401204,0.199078,219.173357,219.173357,1.935819
25.235000,38.400587,0.199075,219.173163,219.173163,1.935850
25.240000,38.399969,0.199072,219.172969,219.172969,1.935881
25.245000,38.399352,0.199068,219.172775,219.172775,1.935912
25.250000,38.398734,0.199065,219.172580,219.172580,1.935944
25.255000,38.398116,0.199062,219.172386,219.172386,1.935975
25.260000,38.397499,0.199059,219.172192,219.172192,1.936006
25.265000,38.396881,0.199056,219.171998,219.171998,1.936037
25.270000,38.396264,0.199053,219.171804,219.171804,1.936068
25.275000,38.395646,0.199050,219.171610,219.171610,1.936099
25.280000,38.395028,0.199047,219.171415,219.171415,1.936130
25.285000,38.394411,0.199043,219.171221,219.171221,1.936162
25.290000,38.393793,0.199040,219.171027,219.171027,1.936193
25.295000,38.393176,0.199037,219.170833,219.170833,1.936224
25.300000,38.392558,0.199034,219.170639,219.170639,1.936255
25.305000,38.391940,0.199031,219.170444,219.170444,1.936286
25.310000,38.391323,0.199028,219.170250,219.170250,1.936317
25.315000,38.390705,0.199025,219.170056,219.170056,1.936348
25.320000,38.390088,0.199022,219.169862,219.169862,1.936380
25.325000,38.389470,0.199019,219.169668,219.169668,1.936411
25.330000,38.388852,0.199015,219.169473,219.169473,1.936442
25.335000,38.388235,0.199012,219.169279,219.169279,1.936473
25.340000,38.387617,0.199009,219.169085,219.169085,1.936504
25.345000,38.387000,0.199006,219.168891,219.168891,1.936535
25.350000,38.386382,0.199003,219.168697,219.168697,1.936567
25.355000,38.385764,0.199000,219.168503,219.168503,1.936598
25.360000,38.385147,0.198997,219.168308,219.168308,1.936629
25.365000,38.384529,0.198994,219.168114,219.168114,1.936660
25.370000,38.383912,0.198990,219.167920,219.167920,1.936691
25.375000,38.383294,0.198987,219.167726,219.167726,1.936722
25.380000,38.382676,0.198984,219.167532,219.167532,1.936753
25.385000,38.382059,0.198981,219.167337,219.167337,1.936785
25.390000,38.381441,0.198978,219.167143,219.167143,1.936816
25.395000,38.380824,0.198975,219.166949,219.166949,1.936847
25.400000,38.380206,0.198972,219.166755,219.166755,1.936878
25.405000,38.379588,0.198969,219.166561,219.166561,1.936909
25.410000,38.378971,0.198965,219.166366,219.166366,1.936940
25.415000,38.378353,0.198962,219.166172,219.166172,1.936972
25.420000,38.377736,0.198959,219.165978,219.165978,1.937003
25.425000,38.377118,0.198956,219.165784,219.165784,1.937034
25.430000,38.376500,0.198953,219.165590,219.165590,1.937065
25.435000,38.375883,0.198950,219.165395,219.165395,1.937096
25.440000,38.375265,0.198947,219.165201,219.165201,1.937128
25.445000,38.374648,0.198944,219.165007,219.165007,1.937159
25.450000,38.374030,0.198940,219.164813,219.164813,1.937190
25.455000,38.373412,0.198937,219.164619,219.164619,1.937221
25.460000,38.372795,0.198934,219.164425,219.164425,1.937252
25.465000,38.372177,0.198931,219.164230,219.164230,1.937283
25.470000,38.371560,0.198928,219.164036,219.164036,1.937315
25.475000,38.370942,0.198925,219.163842,219.163842,1.937346
25.480000,38.370324,0.198922,219.163648,219.163648,1.937377
25.485000,38.369707,0.198919,219.163454,219.163454,1.937408
25.490000,38.369089,0.198915,219.163259,219.163259,1.937439
25.495000,38.368472,0.198912,219.163065,219.163065,1.937471
25.500000,38.367854,0.198909,219.162871,219.162871,1.937502
25.505000,38.367236,0.198906,219.162677,219.162677,1.937533
25.510000,38.366619,0.198903,219.162483,219.162483,1.937564
25.515000,38.366001,0.198900,219.162288,219.162288,1.937595
25.520000,38.365384,0.198897,219.162094,219.162094,1.937626
25.525000,38.364766,0.198894,219.161900,219.161900,1.937658
25.530000,38.364148,0.198890,219.161706,219.161706,1.937689
25.535000,38.363531,0.198887,219.161512,219.161512,1.937720
25.540000,38.362913,0.198884,219.161317,219.161317,1.937751
25.545000,38.362296,0.198881,219.161123,219.161123,1.937782
25.550000,38.361678,0.198878,219.160929,219.160929,1.937814
25.555000,38.361060,0.198875,219.160735,219.160735,1.937845
25.560000,38.360443,0.198872,219.160541,219.160541,1.937876
25.565000,38.359825,0.198868,219.160347,219.160347,1.937907
25.570000,38.359208,0.198865,219.160152,219.160152,1.937938
25.575000,38.358590,0.198862,219.159958,219.159958,1.937970
25.580000,38.357973,0.198859,219.159764,219.159764,1.938001
25.585000,38.357355,0.198856,219.159570,219.159570,1.938032
25.590000,38.356737,0.198853,219.159376,219.159376,1.938063
25.595000,38.356120,0.198850,219.159181,219.159181,1.938094
25.600000,38.355502,0.198847,219.158987,219.158987,1.938126
25.605000,38.354885,0.198843,219.158793,219.158793,1.938157
25.610000,38.354267,0.198840,219.158599,219.158599,1.938188
25.615000,38.353649,0.198837,219.158405,219.158405,1.938219
25.620000,38.353032,0.198834,219.158210,219.158210,1.938251
25.625000,38.352414,0.198831,219.158016,219.158016,1.938282
25.630000,38.351797,0.198828,219.157822,219.157822,1.938313
25.635000,38.351179,0.198825,219.157628,219.157628,1.938344
25.640000,38.350561,0.198821,219.157434,219.157434,1.938375
25.645000,38.349944,0.198818,219.157239,219.157239,1.938407
25.650000,38.349326,0.198815,219.157045,219.157045,1.938438
25.655000,38.348709,0.198812,219.156851,219.156851,1.938469
25.660000,38.348091,0.198809,219.156657,219.156657,1.938500
25.665000,38.347473,0.198806,219.156463,219.156463,1.938531
25.670000,38.346856,0.198803,219.156268,219.156268,1.938563
25.675000,38.346238,0.198800,219.156074,219.156074,1.938594
25.680000,38.345621,0.198796,219.155880,219.155880,1.938625
25.685000,38.345003,0.198793,219.155686,219.155686,1.938656
25.690000,38.344385,0.198790,219.155492,219.155492,1.938688
25.695000,38.343768,0.198787,219.155297,219.155297,1.938719
25.700000,38.343150,0.198784,219.155103,219.155103,1.938750
25.705000,38.342533,0.198781,219.154909,219.154909,1.938781
25.710000,38.341915,0.198778,219.154715,219.154715,1.938813
25.715000,38.341297,0.198774,219.154521,219.154521,1.938844
25.720000,38.340680,0.198771,219.154326,219.154326,1.938875
25.725000,38.340062,0.198768,219.154132,219.154132,1.938906
25.730000,38.339445,0.198765,219.153938,219.153938,1.938937
25.735000,38.338827,0.198762,219.153744,219.153744,1.938969
25.740000,38.338209,0.198759,219.153550,219.153550,1.939000
25.745000,38.337592,0.198756,219.153355,219.153355,1.939031
25.750000,38.336974,0.198752,219.153161,219.153161,1.939062
25.755000,38.336357,0.198749,219.152967,219.152967,1.939094
25.760000,38.335739,0.198746,219.152773,219.152773,1.939125
25.765000,38.335121,0.198743,219.152579,219.152579,1.939156
25.770000,38.334504,0.198740,219.152384,219.152384,1.939187
25.775000,38.333886,0.198737,219.152190,219.152190,1.939219
25.780000,38.333269,0.198734,219.151996,219.151996,1.939250
25.785000,38.332651,0.198730,219.151802,219.151802,1.939281
25.790000,38.332033,0.198727,219.151608,219.151608,1.939312
25.795000,38.331416,0.198724,219.151413,219.151413,1.939344
25.800000,38.330798,0.198721,219.151219,219.151219,1.939375
25.805000,38.330181,0.198718,219.151025,219.151025,1.939406
25.810000,38.329563,0.198715,219.150831,219.150831,1.939437
25.815000,38.328945,0.198712,219.150637,219.150637,1.939469
25.820000,38.328328,0.198708,219.150442,219.150442,1.939500
25.825000,38.327710,0.198705,219.150248,219.150248,1.939531
25.830000,38.327093,0.198702,219.150054,219.150054,1.939562
25.835000,38.326475,0.198699,219.149860,219.149860,1.939594
25.840000,38.325857,0.198696,219.149666,219.149666,1.939625
25.845000,38.325240,0.198693,219.149471,219.149471,1.939656
25.850000,38.324622,0.198690,219.149277,219.149277,1.939687
25.855000,38.324005,0.198686,219.149083,219.149083,1.939719
25.860000,38.323387,0.198683,219.148889,219.148889,1.939750
25.865000,38.322769,0.198680,219.148695,219.148695,1.939781
25.870000,38.322152,0.198677,219.148500,219.148500,1.939812
25.875000,38.321534,0.198674,219.148306,219.148306,1.939844
25.880000,38.320917,0.198671,219.148112,219.148112,1.939875
25.885000,38.320299,0.198668,219.147918,219.147918,1.939906
25.890000,38.319681,0.198664,219.147724,219.147724,1.939937
25.895000,38.319064,0.198661,219.147529,219.147529,1.939969
25.900000,38.318446,0.198658,219.147335,219.147335,1.940000
25.905000,38.317829,0.198655,219.147141,219.147141,1.940031
25.910000,38.317211,0.198652,219.146947,219.146947,1.940063
25.915000,38.316593,0.198649,219.146753,219.146753,1.940094
25.920000,38.315976,0.198646,219.146558,219.146558,1.940125
25.925000,38.315358,0.198642,219.146364,219.146364,1.940156
25.930000,38.314741,0.198639,219.146170,219.146170,1.940188
25.935000,38.314123,0.198636,219.145976,219.145976,1.940219
25.940000,38.313505,0.198633,219.145782,219.145782,1.940250
25.945000,38.312888,0.198630,219.145587,219.145587,1.940281
25.950000,38.312270,0.198627,219.145393,219.145393,1.940313
25.955000,38.311653,0.198624,219.145199,219.145199,1.940344
25.960000,38.311035,0.198620,219.145005,219.145005,1.940375
25.965000,38.310417,0.198617,219.144811,219.144811,1.940407
25.970000,38.309800,0.198614,219.144616,219.144616,1.940438
25.975000,38.309182,0.198611,219.144422,219.144422,1.940469
25.980000,38.308565,0.198608,219.144228,219.144228,1.940500
25.985000,38.307947,0.198605,219.144034,219.144034,1.940532
25.990000,38.307329,0.198602,219.143840,219.143840,1.940563
25.995000,38.306712,0.198598,219.143645,219.143645,1.940594
26.000000,38.306094,0.198595,219.143451,219.143451,1.940626
26.005000,38.305477,0.198592,219.143257,219.143257,1.940657
26.010000,38.304859,0.198589,219.143063,219.143063,1.940688
26.015000,38.304241,0.198586,219.142869,219.142869,1.940719
26.020000,38.303624,0.198583,219.142674,219.142674,1.940751
26.025000,38.303006,0.198579,219.142480,219.142480,1.940782
26.030000,38.302389,0.198576,219.142286,219.142286,1.940813
26.035000,38.301771,0.198573,219.142092,219.142092,1.940845
26.040000,38.301153,0.198570,219.141898,219.141898,1.940876
26.045000,38.300536,0.198567,219.141703,219.141703,1.940907
26.050000,38.299918,0.198564,219.141509,219.141509,1.940938
26.055000,38.299301,0.198561,219.141315,219.141315,1.940970
26.060000,38.298683,0.198557,219.141121,219.141121,1.941001
26.065000,38.298066,0.198554,219.140927,219.140927,1.941032
26.070000,38.297448,0.198551,219.140732,219.140732,1.941064
26.075000,38.296830,0.198548,219.140538,219.140538,1.941095
26.080000,38.296213,0.198545,219.140344,219.140344,1.941126
26.085000,38.295595,0.198542,219.140150,219.140150,1.941158
26.090000,38.294978,0.198538,219.139956,219.139956,1.941189
26.095000,38.294360,0.198535,219.139761,219.139761,1.941220
26.100000,38.293742,0.198532,219.139567,219.139567,1.941252
26.105000,38.293125,0.198529,219.139373,219.139373,1.941283
26.110000,38.292507,0.198526,219.139179,219.139179,1.941314
26.115000,38.291890,0.198523,219.138985,219.138985,1.941345
26.120000,38.291272,0.198520,219.138790,219.138790,1.941377
26.125000,38.290654,0.198516,219.138596,219.138596,1.941408
26.130000,38.290037,0.198513,219.138402,219.138402,1.941439
26.135000,38.289419,0.198510,219.138208,219.138208,1.941471
26.140000,38.288802,0.198507,219.138014,219.138014,1.941502
26.145000,38.288184,0.198504,219.137819,219.137819,1.941533
26.150000,38.287566,0.198501,219.137625,219.137625,1.941565
26.155000,38.286949,0.198497,219.137431,219.137431,1.941596
26.160000,38.286331,0.198494,219.137237,219.137237,1.941627
26.165000,38.285714,0.198491,219.137042,219.137042,1.941659
26.170000,38.285096,0.198488,219.136848,219.136848,1.941690
26.175000,38.284478,0.198485,219.136654,219.136654,1.941721
26.180000,38.283861,0.198482,219.136460,219.136460,1.941753
26.185000,38.283243,0.198478,219.136266,219.136266,1.941784
26.190000,38.282626,0.198475,219.136071,219.136071,1.941815
26.195000,38.282008,0.198472,219.135877,219.135877,1.941847
26.200000,38.281390,0.198469,219.135683,219.135683,1.941878
26.205000,38.280773,0.198466,219.135489,219.135489,1.941909
26.210000,38.280155,0.198463,219.135295,219.135295,1.941941
26.215000,38.279538,0.198460,219.135100,219.135100,1.941972
26.220000,38.278920,0.198456,219.134906,219.134906,1.942003
26.225000,38.278302,0.198453,219.134712,219.134712,1.942035
26.230000,38.277685,0.198450,219.134518,219.134518,1.942066
26.235000,38.277067,0.198447,219.134324,219.134324,1.942097
26.240000,38.276450,0.198444,219.134129,219.134129,1.942129
26.245000,38.275832,0.198441,219.133935,219.133935,1.942160
26.250000,38.275214,0.198437,219.133741,219.133741,1.942191
26.255000,38.274597,0.198434,219.133547,219.133547,1.942223
26.260000,38.273979,0.198431,219.133353,219.133353,1.942254
26.265000,38.273362,0.198428,219.133158,219.133158,1.942285
26.270000,38.272744,0.198425,219.132964,219.132964,1.942317
26.275000,38.272126,0.198422,219.132770,219.132770,1.942348
26.280000,38.271509,0.198418,219.132576,219.132576,1.942379
26.285000,38.270891,0.198415,219.132381,219.132381,1.942411
26.290000,38.270274,0.198412,219.132187,219.132187,1.942442
26.295000,38.269656,0.198409,219.131993,219.131993,1.942473
26.300000,38.269038,0.198406,219.131799,219.131799,1.942505
26.305000,38.268421,0.198403,219.131605,219.131605,1.942536
26.310000,38.267803,0.198399,219.131410,219.131410,1.942567
26.315000,38.267186,0.198396,219.131216,219.131216,1.942599
26.320000,38.266568,0.198393,219.131022,219.131022,1.942630
26.325000,38.265950,0.198390,219.130828,219.130828,1.942661
26.330000,38.265333,0.198387,219.130634,219.130634,1.942693
26.335000,38.264715,0.198384,219.130439,219.130439,1.942724
26.340000,38.264098,0.198380,219.130245,219.130245,1.942756
26.345000,38.263480,0.198377,219.130051,219.130051,1.942787
26.350000,38.262862,0.198374,219.129857,219.129857,1.942818
26.355000,38.262245,0.198371,219.129663,219.129663,1.942850
26.360000,38.261627,0.198368,219.129468,219.129468,1.942881
26.365000,38.261010,0.198365,219.129274,219.129274,1.942912
26.370000,38.260392,0.198361,219.129080,219.129080,1.942944
26.375000,38.259774,0.198358,219.128886,219.128886,1.942975
26.380000,38.259157,0.198355,219.128691,219.128691,1.943006
26.385000,38.258539,0.198352,219.128497,219.128497,1.943038
26.390000,38.257922,0.198349,219.128303,219.128303,1.943069
26.395000,38.257304,0.198346,219.128109,219.128109,1.943101
26.400000,38.256686,0.198342,219.127915,219.127915,1.943132
26.405000,38.256069,0.198339,219.127720,219.127720,1.943163
26.410000,38.255451,0.198336,219.127526,219.127526,1.943195
26.415000,38.254834,0.198333,219.127332,219.127332,1.943226
26.420000,38.254216,0.198330,219.127138,219.127138,1.943257
26.425000,38.253598,0.198327,219.126944,219.126944,1.943289
26.430000,38.252981,0.198323,219.126749,219.126749,1.943320
26.435000,38.252363,0.198320,219.126555,219.126555,1.943351
26.440000,38.251746,0.198317,219.126361,219.126361,1.943383
26.445000,38.251128,0.198314,219.126167,219.126167,1.943414
26.450000,38.250510,0.198311,219.125973,219.125973,1.943446
26.455000,38.249893,0.198308,219.125778,219.125778,1.943477
26.460000,38.249275,0.198304,219.125584,219.125584,1.943508
26.465000,38.248658,0.198301,219.125390,219.125390,1.943540
26.470000,38.248040,0.198298,219.125196,219.125196,1.943571
26.475000,38.247422,0.198295,219.125001,219.125001,1.943603
26.480000,38.246805,0.198292,219.124807,219.124807,1.943634
26.485000,38.246187,0.198289,219.124613,219.124613,1.943665
26.490000,38.245570,0.198285,219.124419,219.124419,1.943697
26.495000,38.244952,0.198282,219.124225,219.124225,1.943728
26.500000,38.244334,0.198279,219.124030,219.124030,1.943759
26.505000,38.243717,0.198276,219.123836,219.123836,1.943791
26.510000,38.243099,0.198273,219.123642,219.123642,1.943822
26.515000,38.242482,0.198269,219.123448,219.123448,1.943854
26.520000,38.241864,0.198266,219.123254,219.123254,1.943885
26.525000,38.241246,0.198263,219.123059,219.123059,1.943916
26.530000,38.240629,0.198260,219.122865,219.122865,1.943948
26.535000,38.240011,0.198257,219.122671,219.122671,1.943979
26.540000,38.239394,0.198254,219.122477,219.122477,1.944011
26.545000,38.238776,0.198250,219.122282,219.122282,1.944042
26.550000,38.238158,0.198247,219.122088,219.122088,1.944073
26.555000,38.237541,0.198244,219.121894,219.121894,1.944105
26.560000,38.236923,0.198241,219.121700,219.121700,1.944136
26.565000,38.236306,0.198238,219.121506,219.121506,1.944168
26.570000,38.235688,0.198235,219.121311,219.121311,1.944199
26.575000,38.235071,0.198231,219.121117,219.121117,1.944230
26.580000,38.234453,0.198228,219.120923,219.120923,1.944262
26.585000,38.233835,0.198225,219.120729,219.120729,1.944293
26.590000,38.233218,0.198222,219.120534,219.120534,1.944325
26.595000,38.232600,0.198219,219.120340,219.120340,1.944356
26.600000,38.231983,0.198215,219.120146,219.120146,1.944387
26.605000,38.231365,0.198212,219.119952,219.119952,1.944419
26.610000,38.230747,0.198209,219.119758,219.119758,1.944450
26.615000,38.230130,0.198206,219.119563,219.119563,1.944482
26.620000,38.229512,0.198203,219.119369,219.119369,1.944513
26.625000,38.228895,0.198200,219.119175,219.119175,1.944545
26.630000,38.228277,0.198196,219.118981,219.118981,1.944576
26.635000,38.227659,0.198193,219.118787,219.118787,1.944607
26.640000,38.227042,0.198190,219.118592,219.118592,1.944639
26.645000,38.226424,0.198187,219.118398,219.118398,1.944670
26.650000,38.225807,0.198184,219.118204,219.118204,1.944702
26.655000,38.225189,0.198181,219.118010,219.118010,1.944733
26.660000,38.224571,0.198177,219.117815,219.117815,1.944764
26.665000,38.223954,0.198174,219.117621,219.117621,1.944796
26.670000,38.223336,0.198171,219.117427,219.117427,1.944827
26.675000,38.222719,0.198168,219.117233,219.117233,1.944859
26.680000,38.222101,0.198165,219.117039,219.117039,1.944890
26.685000,38.221483,0.198161,219.116844,219.116844,1.944922
26.690000,38.220866,0.198158,219.116650,219.116650,1.944953
26.695000,38.220248,0.198155,219.116456,219.116456,1.944984
26.700000,38.219631,0.198152,219.116262,219.116262,1.945016
26.705000,38.219013,0.198149,219.116067,219.116067,1.945047
26.710000,38.218395,0.198146,219.115873,219.115873,1.945079
26.715000,38.217778,0.198142,219.115679,219.115679,1.945110
26.720000,38.217160,0.198139,219.115485,219.115485,1.945142
26.725000,38.216543,0.198136,219.115291,219.115291,1.945173
26.730000,38.215925,0.198133,219.115096,219.115096,1.945204
26.735000,38.215307,0.198130,219.114902,219.114902,1.945236
26.740000,38.214690,0.198126,219.114708,219.114708,1.945267
26.745000,38.214072,0.198123,219.114514,219.114514,1.945299
26.750000,38.213455,0.198120,219.114319,219.114319,1.945330
26.755000,38.212837,0.198117,219.114125,219.114125,1.945362
26.760000,38.212219,0.198114,219.113931,219.113931,1.945393
26.765000,38.211602,0.198110,219.113737,219.113737,1.945425
26.770000,38.210984,0.198107,219.113543,219.113543,1.945456
26.775000,38.210367,0.198104,219.113348,219.113348,1.945487
26.780000,38.209749,0.198101,219.113154,219.113154,1.945519
26.785000,38.209131,0.198098,219.112960,219.112960,1.945550
26.790000,38.208514,0.198095,219.112766,219.112766,1.945582
26.795000,38.207896,0.198091,219.112572,219.112572,1.945613
26.800000,38.207279,0.198088,219.112377,219.112377,1.945645
26.805000,38.206661,0.198085,219.112183,219.112183,1.945676
26.810000,38.206043,0.198082,219.111989,219.111989,1.945708
26.815000,38.205426,0.198079,219.111795,219.111795,1.945739
26.820000,38.204808,0.198075,219.111600,219.111600,1.945770
26.825000,38.204191,0.198072,219.111406,219.111406,1.945802
26.830000,38.203573,0.198069,219.111212,219.111212,1.945833
26.835000,38.202955,0.198066,219.111018,219.111018,1.945865
26.840000,38.202338,0.198063,219.110824,219.110824,1.945896
26.845000,38.201720,0.198059,219.110629,219.110629,1.945928
26.850000,38.201103,0.198056,219.110435,219.110435,1.945959
26.855000,38.200485,0.198053,219.110241,219.110241,1.945991
26.860000,38.199867,0.198050,219.110047,219.110047,1.946022
26.865000,38.199250,0.198047,219.109852,219.109852,1.946054
26.870000,38.198632,0.198044,219.109658,219.109658,1.946085
26.875000,38.198015,0.198040,219.109464,219.109464,1.946117
26.880000,38.197397,0.198037,219.109270,219.109270,1.946148
26.885000,38.196779,0.198034,219.109076,219.109076,1.946179
26.890000,38.196162,0.198031,219.108881,219.108881,1.946211
26.895000,38.195544,0.198028,219.108687,219.108687,1.946242
26.900000,38.194927,0.198024,219.108493,219.108493,1.946274
26.905000,38.194309,0.198021,219.108299,219.108299,1.946305
26.910000,38.193691,0.198018,219.108104,219.108104,1.946337
26.915000,38.193074,0.198015,219.107910,219.107910,1.946368
26.920000,38.192456,0.198012,219.107716,219.107716,1.946400
26.925000,38.191839,0.198008,219.107522,219.107522,1.946431
26.930000,38.191221,0.198005,219.107327,219.107327,1.946463
26.935000,38.190603,0.198002,219.107133,219.107133,1.946494
26.940000,38.189986,0.197999,219.106939,219.106939,1.946526
26.945000,38.189368,0.197996,219.106745,219.106745,1.946557
26.950000,38.188751,0.197992,219.106551,219.106551,1.946589
26.955000,38.188133,0.197989,219.106356,219.106356,1.946620
26.960000,38.187515,0.197986,219.106162,219.106162,1.946652
26.965000,38.186898,0.197983,219.105968,219.105968,1.946683
26.970000,38.186280,0.197980,219.105774,219.105774,1.946715
26.975000,38.185663,0.197976,219.105579,219.105579,1.946746
26.980000,38.185045,0.197973,219.105385,219.105385,1.946778
26.985000,38.184427,0.197970,219.105191,219.105191,1.946809
26.990000,38.183810,0.197967,219.104997,219.104997,1.946841
26.995000,38.183192,0.197964,219.104803,219.104803,1.946872
27.000000,38.182575,0.197960,219.104608,219.104608,1.946904
27.005000,38.181957,0.197957,219.104414,219.104414,1.946935
27.010000,38.181339,0.197954,219.104220,219.104220,1.946967
27.015000,38.180722,0.197951,219.104026,219.104026,1.946998
27.020000,38.180104,0.197948,219.103831,219.103831,1.947029
27.025000,38.179487,0.197945,219.103637,219.103637,1.947061
27.030000,38.178869,0.197941,219.103443,219.103443,1.947092
27.035000,38.178251,0.197938,219.103249,219.103249,1.947124
27.040000,38.177634,0.197935,219.103055,219.103055,1.947155
27.045000,38.177016,0.197932,219.102860,219.102860,1.947187
27.050000,38.176399,0.197929,219.102666,219.102666,1.947218
27.055000,38.175781,0.197925,219.102472,219.102472,1.947250
27.060000,38.175164,0.197922,219.102278,219.102278,1.947281
27.065000,38.174546,0.197919,219.102083,219.102083,1.947313
27.070000,38.173928,0.197916,219.101889,219.101889,1.947344
27.075000,38.173311,0.197913,219.101695,219.101695,1.947376
27.080000,38.172693,0.197909,219.101501,219.101501,1.947408
27.085000,38.172076,0.197906,219.101306,219.101306,1.947439
27.090000,38.171458,0.197903,219.101112,219.101112,1.947471
27.095000,38.170840,0.197900,219.100918,219.100918,1.947502
