altitude,temperature,pressure,density
64700.000000,232.290000,10.723014,0.000000
64800.000000,232.010000,10.569764,0.000000
64900.000000,231.730000,10.418531,0.000000
65000.000000,231.450000,10.269292,0.000000
65100.000000,231.170000,10.122023,0.000000
65200.000000,230.890000,9.976699,0.000000
65300.000000,230.610000,9.833297,0.000000
65400.000000,230.330000,9.691793,0.000000
65500.000000,230.050000,9.552166,0.000000
65600.000000,229.770000,9.414392,0.000000
65700.000000,229.490000,9.278448,0.000000
65800.000000,229.210000,9.144312,0.000000
65900.000000,228.930000,9.011962,0.000000
66000.000000,228.650000,8.881377,0.000000
66100.000000,228.370000,8.752535,0.000000
66200.000000,228.090000,8.625415,0.000000
66300.000000,227.810000,8.499995,0.000000
66400.000000,227.530000,8.376255,0.000000
66500.000000,227.250000,8.254174,0.000000
66600.000000,226.970000,8.133733,0.000000
66700.000000,226.690000,8.014909,0.000000
66800.000000,226.410000,7.897685,0.000000
66900.000000,226.130000,7.782039,0.000000
67000.000000,225.850000,7.667954,0.000000
67100.000000,225.570000,7.555409,0.000000
67200.000000,225.290000,7.444385,0.000000
67300.000000,225.010000,7.334863,0.000000
67400.000000,224.730000,7.226826,0.000000
67500.000000,224.450000,7.120254,0.000000
67600.000000,224.170000,7.015130,0.000000
67700.000000,223.890000,6.911435,0.000000
67800.000000,223.610000,6.809151,0.000000
67900.000000,223.330000,6.708262,0.000000
68000.000000,223.050000,6.608749,0.000000
68100.000000,222.770000,6.510595,0.000000
68200.000000,222.490000,6.413785,0.000000
68300.000000,222.210000,6.318299,0.000000
68400.000000,221.930000,6.224123,0.000000
68500.000000,221.650000,6.131240,0.000000
68600.000000,221.370000,6.039633,0.000000
68700.000000,221.090000,5.949286,0.000000
68800.000000,220.810000,5.860184,0.000000
68900.000000,220.530000,5.772310,0.000000
69000.000000,220.250000,5.685650,0.000000
69100.000000,219.970000,5.600188,0.000000
69200.000000,219.690000,5.515909,0.000000
69300.000000,219.410000,5.432797,0.000000
69400.000000,219.130000,5.350839,0.000000
69500.000000,218.850000,5.270019,0.000000
69600.000000,218.570000,5.190323,0.000000
69700.000000,218.290000,5.111737,0.000000
69800.000000,218.010000,5.034247,0.000000
69900.000000,217.730000,4.957838,0.000000
70000.000000,217.450000,4.882496,0.000000
70100.000000,217.170000,4.808209,0.000000
70200.000000,216.890000,4.734963,0.000000
70300.000000,216.610000,4.662743,0.000000
70400.000000,216.330000,4.591538,0.000000
70500.000000,216.050000,4.521334,0.000000
70600.000000,215.770000,4.452119,0.000000
70700.000000,215.490000,4.383878,0.000000
70800.000000,215.210000,4.316601,0.000000
70900.000000,214.930000,4.250274,0.000000
71000.000000,214.650000,4.184886,0.000000
71100.000000,214.450000,3.895133,0.000000
71200.000000,214.250000,3.834763,0.000000
71300.000000,214.050000,3.775277,0.000000
71400.000000,213.850000,3.716663,0.000000
71500.000000,213.650000,3.658909,0.000000
71600.000000,213.450000,3.602003,0.000000
71700.000000,213.250000,3.545934,0.000000
71800.000000,213.050000,3.490689,0.000000
71900.000000,212.850000,3.436258,0.000000
72000.000000,212.650000,3.382629,0.000000
72100.000000,212.450000,3.329790,0.000000
72200.000000,212.250000,3.277732,0.000000
72300.000000,212.050000,3.226443,0.000000
72400.000000,211.850000,3.175912,0.000000
72500.000000,211.650000,3.126129,0.000000
72600.000000,211.450000,3.077083,0.000000
72700.000000,211.250000,3.028765,0.000000
72800.000000,211.050000,2.981163,0.000000
72900.000000,210.850000,2.934269,0.000000
73000.000000,210.650000,2.888071,0.000000
73100.000000,210.450000,2.842561,0.000000
73200.000000,210.250000,2.797728,0.000000
73300.000000,210.050000,2.753563,0.000000
73400.000000,209.850000,2.710058,0.000000
73500.000000,209.650000,2.667201,0.000000
73600.000000,209.450000,2.624985,0.000000
73700.000000,209.250000,2.583401,0.000000
73800.000000,209.050000,2.542438,0.000000
73900.000000,208.850000,2.502090,0.000000
74000.000000,208.650000,2.462346,0.000000
74100.000000,208.450000,2.423199,0.000000
74200.000000,208.250000,2.384640,0.000000
74300.000000,208.050000,2.346661,0.000000
74400.000000,207.850000,2.309253,0.000000
74500.000000,207.650000,2.272409,0.000000
74600.000000,207.450000,2.236120,0.000000
74700.000000,207.250000,2.200378,0.000000
74800.000000,207.050000,2.165176,0.000000
74900.000000,206.850000,2.130507,0.000000
75000.000000,206.650000,2.096361,0.000000
75100.000000,206.450000,2.062733,0.000000
75200.000000,206.250000,2.029614,0.000000
75300.000000,206.050000,1.996998,0.000000
75400.000000,205.850000,1.964877,0.000000
75500.000000,205.650000,1.933244,0.000000
75600.000000,205.450000,1.902092,0.000000
75700.000000,205.250000,1.871414,0.000000
75800.000000,205.050000,1.841204,0.000000
75900.000000,204.850000,1.811455,0.000000
76000.000000,204.650000,1.782159,0.000000
76100.000000,204.450000,1.753311,0.000000
76200.000000,204.250000,1.724904,0.000000
76300.000000,204.050000,1.696932,0.000000
76400.000000,203.850000,1.669389,0.000000
76500.000000,203.650000,1.642267,0.000000
76600.000000,203.450000,1.615562,0.000000
76700.000000,203.250000,1.589268,0.000000
76800.000000,203.050000,1.563377,0.000000
76900.000000,202.850000,1.537885,0.000000
77000.000000,202.650000,1.512785,0.000000
77100.000000,202.450000,1.488073,0.000000
77200.000000,202.250000,1.463742,0.000000
77300.000000,202.050000,1.439786,0.000000
77400.000000,201.850000,1.416201,0.000000
77500.000000,201.650000,1.392981,0.000000
77600.000000,201.450000,1.370120,0.000000
77700.000000,201.250000,1.347614,0.000000
77800.000000,201.050000,1.325457,0.000000
77900.000000,200.850000,1.303644,0.000000
78000.000000,200.650000,1.282170,0.000000
78100.000000,200.450000,1.261030,0.000000
78200.000000,200.250000,1.240220,0.000000
78300.000000,200.050000,1.219733,0.000000
78400.000000,199.850000,1.199567,0.000000
78500.000000,199.650000,1.179715,0.000000
78600.000000,199.450000,1.160174,0.000000
78700.000000,199.250000,1.140938,0.000000
78800.000000,199.050000,1.122003,0.000000
78900.000000,198.850000,1.103366,0.000000
79000.000000,198.650000,1.085020,0.000000
79100.000000,198.450000,1.066963,0.000000
79200.000000,198.250000,1.049190,0.000000
79300.000000,198.050000,1.031696,0.000000
79400.000000,197.850000,1.014477,0.000000
79500.000000,197.650000,0.997530,0.000000
79600.000000,197.450000,0.980851,0.000000
79700.000000,197.250000,0.964434,0.000000
79800.000000,197.050000,0.948278,0.000000
79900.000000,196.850000,0.932377,0.000000
80000.000000,196.650000,0.916727,0.000000
80100.000000,196.450000,0.901326,0.000000
80200.000000,196.250000,0.886169,0.000000
80300.000000,196.050000,0.871253,0.000000
80400.000000,195.850000,0.856573,0.000000
80500.000000,195.650000,0.842128,0.000000
80600.000000,195.450000,0.827912,0.000000
80700.000000,195.250000,0.813923,0.000000
80800.000000,195.050000,0.800157,0.000000
80900.000000,194.850000,0.786611,0.000000
81000.000000,194.650000,0.773282,0.000000
81100.000000,194.450000,0.760166,0.000000
81200.000000,194.250000,0.747260,0.000000
81300.000000,194.050000,0.734561,0.000000
81400.000000,193.850000,0.722065,0.000000
81500.000000,193.650000,0.709771,0.000000
81600.000000,193.450000,0.697674,0.000000
81700.000000,193.250000,0.685771,0.000000
81800.000000,193.050000,0.674061,0.000000
81900.000000,192.850000,0.662539,0.000000
82000.000000,192.650000,0.651203,0.000000
82100.000000,192.450000,0.640050,0.000000
82200.000000,192.250000,0.629078,0.000000
82300.000000,192.050000,0.618283,0.000000
82400.000000,191.850000,0.607663,0.000000
82500.000000,191.650000,0.597216,0.000000
82600.000000,191.450000,0.586938,0.000000
82700.000000,191.250000,0.576827,0.000000
82800.000000,191.050000,0.566880,0.000000
82900.000000,190.850000,0.557095,0.000000
83000.000000,190.650000,0.547470,0.000000
83100.000000,190.450000,0.538002,0.000000
83200.000000,190.250000,0.528688,0.000000
83300.000000,190.050000,0.519527,0.000000
83400.000000,189.850000,0.510516,0.000000
83500.000000,189.650000,0.501652,0.000000
83600.000000,189.450000,0.492933,0.000000
83700.000000,189.250000,0.484357,0.000000
83800.000000,189.050000,0.475923,0.000000
83900.000000,188.850000,0.467627,0.000000
84000.000000,188.650000,0.459467,0.000000
