time,thrust,chamber_pressure
2.948000,5104.510295,68645.901776
2.950000,5104.143827,68640.250899
2.952000,5103.777514,68634.602421
2.954000,5103.411354,68628.956338
2.956000,5103.045349,68623.312646
2.958000,5102.679498,68617.671343
2.960000,5102.313801,68612.032425
2.962000,5101.948257,68606.395889
2.964000,5101.582866,68600.761731
2.966000,5101.217629,68595.129949
2.968000,5100.852544,68589.500538
2.970000,5100.487613,68583.873497
2.972000,5100.122834,68578.248821
2.974000,5099.758207,68572.626507
2.976000,5099.393733,68567.006552
2.978000,5099.029410,68561.388954
2.980000,5098.665239,68555.773707
2.982000,5098.301220,68550.160811
2.984000,5097.937352,68544.550260
2.986000,5097.573635,68538.942052
2.988000,5097.210070,68533.336185
2.990000,5096.846655,68527.732653
2.992000,5096.483391,68522.131456
2.994000,5096.120277,68516.532588
2.996000,5095.757313,68510.936048
2.998000,5095.394499,68505.341831
3.000000,5095.031836,68499.749935
3.002000,5094.669321,68494.160357
3.004000,5094.306957,68488.573093
3.006000,5093.944741,68482.988141
3.008000,5093.582674,68477.405496
3.010000,5093.220757,68471.825157
3.012000,5092.858988,68466.247119
3.014000,5092.497367,68460.671381
3.016000,5092.135895,68455.097938
3.018000,5091.774571,68449.526787
3.020000,5091.413394,68443.957926
3.022000,5091.052365,68438.391352
3.024000,5090.691484,68432.827060
3.026000,5090.330750,68427.265049
3.028000,5089.970164,68421.705315
3.030000,5089.609724,68416.147855
3.032000,5089.249431,68410.592666
3.034000,5088.889284,68405.039745
3.036000,5088.529284,68399.489088
3.038000,5088.169430,68393.940694
3.040000,5087.809722,68388.394558
3.042000,5087.450159,68382.850678
3.044000,5087.090742,68377.309050
3.046000,5086.731471,68371.769672
3.048000,5086.372345,68366.232541
3.050000,5086.013364,68360.697653
3.052000,5085.654527,68355.165006
3.054000,5085.295836,68349.634597
3.056000,5084.937288,68344.106422
3.058000,5084.578886,68338.580479
3.060000,5084.220627,68333.056764
3.062000,5083.862512,68327.535275
3.064000,5083.504540,68322.016008
3.066000,5083.146712,68316.498962
3.068000,5082.789028,68310.984132
3.070000,5082.431487,68305.471515
3.072000,5082.074088,68299.961110
3.074000,5081.716833,68294.452912
3.076000,5081.359720,68288.946919
3.078000,5081.002749,68283.443135
3.080000,5080.645922,68277.941556
3.082000,5080.289236,68272.442181
3.084000,5079.932693,68266.945004
3.086000,5079.576292,68261.450023
3.088000,5079.220032,68255.957235
3.090000,5078.863914,68250.466637
3.092000,5078.507936,68244.978227
3.094000,5078.152100,68239.492002
3.096000,5077.796405,68234.007960
3.098000,5077.440851,68228.526098
3.100000,5077.085437,68223.046413
3.102000,5076.730163,68217.568903
3.104000,5076.375030,68212.093565
3.106000,5076.020036,68206.620397
3.108000,5075.665183,68201.149397
3.110000,5075.310468,68195.680562
3.112000,5074.955893,68190.213890
3.114000,5074.601458,68184.749377
3.116000,5074.247161,68179.287022
3.118000,5073.893004,68173.826823
3.120000,5073.538985,68168.368775
3.122000,5073.185104,68162.912878
3.124000,5072.831362,68157.459129
3.126000,5072.477758,68152.007525
3.128000,5072.124291,68146.558063
3.130000,5071.770963,68141.110742
3.132000,5071.417772,68135.665559
3.134000,5071.064719,68130.222511
3.136000,5070.711803,68124.781596
3.138000,5070.359024,68119.342812
3.140000,5070.006381,68113.906155
3.142000,5069.653876,68108.471624
3.144000,5069.301507,68103.039217
3.146000,5068.949274,68097.608930
3.148000,5068.597178,68092.180761
3.150000,5068.245217,68086.754708
3.152000,5067.893393,68081.330769
3.154000,5067.541703,68075.908941
3.156000,5067.190150,68070.489221
3.158000,5066.838732,68065.071607
3.160000,5066.487449,68059.656097
3.162000,5066.136300,68054.242688
3.164000,5065.785287,68048.831378
3.166000,5065.434408,68043.422165
3.168000,5065.083664,68038.015046
3.170000,5064.733053,68032.610018
3.172000,5064.382577,68027.207080
3.174000,5064.032235,68021.806228
3.176000,5063.682027,68016.407461
3.178000,5063.331952,68011.010776
3.180000,5062.982010,68005.616170
3.182000,5062.632202,68000.223642
3.184000,5062.282527,67994.833189
3.186000,5061.932984,67989.444808
3.188000,5061.583575,67984.058497
3.190000,5061.234297,67978.674254
3.192000,5060.885153,67973.292076
3.194000,5060.536140,67967.911961
3.196000,5060.187259,67962.533907
3.198000,5059.838511,67957.157910
3.200000,5059.489894,67951.783970
3.202000,5059.141408,67946.412083
3.204000,5058.793054,67941.042247
3.206000,5058.444831,67935.674460
3.208000,5058.096739,67930.308720
3.210000,5057.748778,67924.945023
3.212000,5057.400947,67919.583368
3.214000,5057.053247,67914.223752
3.216000,5056.705678,67908.866173
3.218000,5056.358238,67903.510628
3.220000,5056.010929,67898.157116
3.222000,5055.663749,67892.805634
3.224000,5055.316700,67887.456179
3.226000,5054.969779,67882.108750
3.228000,5054.622988,67876.763343
3.230000,5054.276326,67871.419957
3.232000,5053.929794,67866.078589
3.234000,5053.583390,67860.739237
3.236000,5053.237114,67855.401899
3.238000,5052.890968,67850.066572
3.240000,5052.544949,67844.733253
3.242000,5052.199059,67839.401941
3.244000,5051.853297,67834.072659
3.246000,5051.507665,67828.745442
3.248000,5051.162161,67823.420286
3.250000,5050.816786,67818.097184
3.252000,5050.471538,67812.776132
3.254000,5050.126419,67807.457126
3.256000,5049.781427,67802.140163
3.258000,5049.436563,67796.825240
3.260000,5049.091826,67791.512355
3.262000,5048.747216,67786.201505
3.264000,5048.402733,67780.892687
3.266000,5048.058376,67775.585899
3.268000,5047.714146,67770.281139
3.270000,5047.370043,67764.978405
3.272000,5047.026065,67759.677693
3.274000,5046.682214,67754.379002
3.276000,5046.338489,67749.082329
3.278000,5045.994889,67743.787672
3.280000,5045.651415,67738.495029
3.282000,5045.308066,67733.204398
3.284000,5044.964843,67727.915775
3.286000,5044.621745,67722.629159
3.288000,5044.278771,67717.344547
3.290000,5043.935923,67712.061938
3.292000,5043.593199,67706.781328
3.294000,5043.250600,67701.502715
3.296000,5042.908124,67696.226098
3.298000,5042.565773,67690.951473
3.300000,5042.223546,67685.678839
3.302000,5041.881443,67680.408193
3.304000,5041.539464,67675.139533
3.306000,5041.197608,67669.872857
3.308000,5040.855876,67664.608161
3.310000,5040.514266,67659.345445
3.312000,5040.172780,67654.084705
3.314000,5039.831417,67648.825940
3.316000,5039.490176,67643.569147
3.318000,5039.149058,67638.314324
3.320000,5038.808063,67633.061468
3.322000,5038.467189,67627.810577
3.324000,5038.126438,67622.561650
3.326000,5037.785809,67617.314683
3.328000,5037.445302,67612.069674
3.330000,5037.104916,67606.826621
3.332000,5036.764652,67601.585523
3.334000,5036.424510,67596.346376
3.336000,5036.084488,67591.109178
3.338000,5035.744588,67585.873927
3.340000,5035.404808,67580.640621
3.342000,5035.065150,67575.409258
3.344000,5034.725612,67570.179835
3.346000,5034.386194,67564.952349
3.348000,5034.046897,67559.726800
3.350000,5033.707720,67554.503184
3.352000,5033.368663,67549.281499
3.354000,5033.029726,67544.061744
3.356000,5032.690908,67538.843915
3.358000,5032.352210,67533.628010
3.360000,5032.013632,67528.414028
3.362000,5031.675172,67523.201966
3.364000,5031.336832,67517.991821
3.366000,5030.998611,67512.783593
3.368000,5030.660509,67507.577277
3.370000,5030.322525,67502.372873
3.372000,5029.984660,67497.170377
3.374000,5029.646914,67491.969788
3.376000,5029.309285,67486.771104
3.378000,5028.971775,67481.574321
3.380000,5028.634383,67476.379439
3.382000,5028.297108,67471.186454
3.384000,5027.959951,67465.995365
3.386000,5027.622912,67460.806169
3.388000,5027.285989,67455.618865
3.390000,5026.949185,67450.433449
3.392000,5026.612497,67445.249920
3.394000,5026.275926,67440.068275
3.396000,5025.939472,67434.888513
3.398000,5025.603135,67429.710631
3.400000,5025.266914,67424.534626
3.402000,5024.930809,67419.360498
3.404000,5024.594821,67414.188242
3.406000,5024.258949,67409.017858
3.408000,5023.923192,67403.849344
3.410000,5023.587552,67398.682696
3.412000,5023.252027,67393.517913
3.414000,5022.916617,67388.354992
3.416000,5022.581323,67383.193932
3.418000,5022.246144,67378.034729
3.420000,5021.911081,67372.877383
3.422000,5021.576132,67367.721891
3.424000,5021.241298,67362.568250
3.426000,5020.906578,67357.416459
3.428000,5020.571974,67352.266515
3.430000,5020.237483,67347.118416
3.432000,5019.903107,67341.972160
3.434000,5019.568845,67336.827745
3.436000,5019.234696,67331.685169
3.438000,5018.900662,67326.544429
3.440000,5018.566741,67321.405523
3.442000,5018.232934,67316.268450
3.444000,5017.899240,67311.133206
3.446000,5017.565660,67305.999790
3.448000,5017.232192,67300.868200
3.450000,5016.898838,67295.738434
3.452000,5016.565596,67290.610489
3.454000,5016.232467,67285.484363
3.456000,5015.899451,67280.360054
3.458000,5015.566547,67275.237560
3.460000,5015.233756,67270.116879
3.462000,5014.901076,67264.998009
3.464000,5014.568509,67259.880947
3.466000,5014.236053,67254.765692
3.468000,5013.903710,67249.652241
3.470000,5013.571478,67244.540592
3.472000,5013.239357,67239.430743
3.474000,5012.907348,67234.322691
3.476000,5012.575450,67229.216436
3.478000,5012.243663,67224.111974
3.480000,5011.911987,67219.009304
3.482000,5011.580422,67213.908423
3.484000,5011.248967,67208.809329
3.486000,5010.917623,67203.712021
3.488000,5010.586390,67198.616495
3.490000,5010.255266,67193.522751
3.492000,5009.924253,67188.430785
3.494000,5009.593350,67183.340596
3.496000,5009.262557,67178.252181
3.498000,5008.931873,67173.165539
3.500000,5008.601300,67168.080668
3.502000,5008.270835,67162.997564
3.504000,5007.940480,67157.916227
3.506000,5007.610235,67152.836654
3.508000,5007.280098,67147.758843
3.510000,5006.950070,67142.682792
3.512000,5006.620151,67137.608498
3.514000,5006.290341,67132.535961
3.516000,5005.960640,67127.465176
3.518000,5005.631047,67122.396144
3.520000,5005.301562,67117.328860
3.522000,5004.972185,67112.263325
3.524000,5004.642917,67107.199534
3.526000,5004.313756,67102.137486
3.528000,5003.984703,67097.077180
3.530000,5003.655758,67092.018613
3.532000,5003.326921,67086.961782
3.534000,5002.998190,67081.906687
3.536000,5002.669567,67076.853324
3.538000,5002.341052,67071.801692
3.540000,5002.012643,67066.751788
3.542000,5001.684341,67061.703612
3.544000,5001.356146,67056.657159
3.546000,5001.028058,67051.612429
3.548000,5000.700076,67046.569420
3.550000,5000.372201,67041.528129
3.552000,5000.044432,67036.488554
3.554000,4999.716769,67031.450693
3.556000,4999.389212,67026.414545
3.558000,4999.061761,67021.380106
3.560000,4998.734416,67016.347376
3.562000,4998.407176,67011.316352
3.564000,4998.080042,67006.287031
3.566000,4997.753014,67001.259413
3.568000,4997.426090,66996.233494
3.570000,4997.099272,66991.209273
3.572000,4996.772559,66986.186748
3.574000,4996.445951,66981.165917
3.576000,4996.119447,66976.146777
3.578000,4995.793049,66971.129327
3.580000,4995.466754,66966.113564
3.582000,4995.140565,66961.099487
3.584000,4994.814479,66956.087094
3.586000,4994.488498,66951.076382
3.588000,4994.162621,66946.067349
3.590000,4993.836847,66941.059994
3.592000,4993.511178,66936.054315
3.594000,4993.185612,66931.050309
3.596000,4992.860150,66926.047974
3.598000,4992.534791,66921.047308
3.600000,4992.209536,66916.048309
3.602000,4991.884383,66911.050948
3.604000,4991.559331,66906.055208
3.606000,4991.234382,66901.061098
3.608000,4990.909535,66896.068624
3.610000,4990.584791,66891.077789
3.612000,4990.260149,66886.088594
3.614000,4989.935611,66881.101038
3.616000,4989.611176,66876.115120
3.618000,4989.286843,66871.130840
3.620000,4988.962614,66866.148195
3.622000,4988.638487,66861.167184
3.624000,4988.314462,66856.187804
3.626000,4987.990540,66851.210054
3.628000,4987.666720,66846.233931
3.630000,4987.343002,66841.259434
3.632000,4987.019386,66836.286560
3.634000,4986.695873,66831.315308
3.636000,4986.372460,66826.345675
3.638000,4986.049150,66821.377660
3.640000,4985.725941,66816.411260
3.642000,4985.402833,66811.446473
3.644000,4985.079826,66806.483298
3.646000,4984.756921,66801.521732
3.648000,4984.434116,66796.561773
3.650000,4984.111412,66791.603419
3.652000,4983.788809,66786.646669
3.654000,4983.466306,66781.691520
3.656000,4983.143904,66776.737971
3.658000,4982.821602,66771.786018
3.660000,4982.499400,66766.835661
3.662000,4982.177298,66761.886898
3.664000,4981.855296,66756.939725
3.666000,4981.533394,66751.994142
3.668000,4981.211591,66747.050147
3.670000,4980.889888,66742.107737
3.672000,4980.568284,66737.166910
3.674000,4980.246779,66732.227665
3.676000,4979.925374,66727.289999
3.678000,4979.604067,66722.353911
3.680000,4979.282859,66717.419399
3.682000,4978.961750,66712.486460
3.684000,4978.640740,66707.555093
3.686000,4978.319828,66702.625296
3.688000,4977.999014,66697.697066
3.690000,4977.678298,66692.770402
3.692000,4977.357680,66687.845303
3.694000,4977.037161,66682.921765
3.696000,4976.716739,66677.999788
3.698000,4976.396414,66673.079368
3.700000,4976.076187,66668.160505
3.702000,4975.756058,66663.243196
3.704000,4975.436026,66658.327439
3.706000,4975.116091,66653.413233
3.708000,4974.796253,66648.500575
3.710000,4974.476512,66643.589464
3.712000,4974.156867,66638.679898
3.714000,4973.837320,66633.771874
3.716000,4973.517869,66628.865391
3.718000,4973.198514,66623.960447
3.720000,4972.879255,66619.057040
3.722000,4972.560093,66614.155169
3.724000,4972.241026,66609.254830
3.726000,4971.922055,66604.356023
3.728000,4971.603181,66599.458746
3.730000,4971.284401,66594.562996
3.732000,4970.965717,66589.668772
3.734000,4970.647129,66584.776071
3.736000,4970.328636,66579.884893
3.738000,4970.010238,66574.995234
3.740000,4969.691935,66570.107094
3.742000,4969.373726,66565.220470
3.744000,4969.055613,66560.335361
3.746000,4968.737594,66555.451764
3.748000,4968.419670,66550.569678
3.750000,4968.101840,66545.689101
3.752000,4967.784104,66540.810030
3.754000,4967.466462,66535.932465
3.756000,4967.148914,66531.056403
3.758000,4966.831460,66526.181843
3.760000,4966.514100,66521.308782
3.762000,4966.196834,66516.437219
3.764000,4965.879661,66511.567152
3.766000,4965.562581,66506.698579
3.768000,4965.245595,66501.831498
3.770000,4964.928702,66496.965907
3.772000,4964.611901,66492.101805
3.774000,4964.295194,66487.239190
3.776000,4963.978579,66482.378060
3.778000,4963.662057,66477.518413
3.780000,4963.345628,66472.660247
3.782000,4963.029291,66467.803560
3.784000,4962.713046,66462.948351
3.786000,4962.396894,66458.094618
3.788000,4962.080833,66453.242359
3.790000,4961.764864,66448.391572
3.792000,4961.448987,66443.542256
3.794000,4961.133202,66438.694408
3.796000,4960.817508,66433.848027
3.798000,4960.501906,66429.003111
3.800000,4960.186395,66424.159658
3.802000,4959.870975,66419.317667
3.804000,4959.555647,66414.477135
3.806000,4959.240409,66409.638061
3.808000,4958.925262,66404.800443
3.810000,4958.610206,66399.964279
3.812000,4958.295240,66395.129568
3.814000,4957.980365,66390.296307
3.816000,4957.665580,66385.464495
3.818000,4957.350885,66380.634131
3.820000,4957.036281,66375.805212
3.822000,4956.721766,66370.977736
3.824000,4956.407341,66366.151703
3.826000,4956.093007,66361.327109
3.828000,4955.778761,66356.503954
3.830000,4955.464605,66351.682236
3.832000,4955.150539,66346.861952
3.834000,4954.836562,66342.043101
3.836000,4954.522674,66337.225682
3.838000,4954.208875,66332.409692
3.840000,4953.895165,66327.595130
3.842000,4953.581544,66322.781995
3.844000,4953.268011,66317.970283
3.846000,4952.954568,66313.159994
3.848000,4952.641212,66308.351127
3.850000,4952.327945,66303.543678
3.852000,4952.014766,66298.737647
3.854000,4951.701675,66293.933031
3.856000,4951.388673,66289.129830
3.858000,4951.075758,66284.328040
3.860000,4950.762931,66279.527661
3.862000,4950.450191,66274.728692
3.864000,4950.137539,66269.931129
3.866000,4949.824974,66265.134971
3.868000,4949.512497,66260.340218
3.870000,4949.200107,66255.546866
3.872000,4948.887804,66250.754915
3.874000,4948.575588,66245.964362
3.876000,4948.263459,66241.175206
3.878000,4947.951416,66236.387446
3.880000,4947.639460,66231.601078
3.882000,4947.327591,66226.816103
3.884000,4947.015808,66222.032518
3.886000,4946.704111,66217.250321
3.888000,4946.392500,66212.469511
3.890000,4946.080976,66207.690087
3.892000,4945.769537,66202.912045
3.894000,4945.458184,66198.135385
3.896000,4945.146917,66193.360106
3.898000,4944.835735,66188.586205
3.900000,4944.524639,66183.813680
3.902000,4944.213629,66179.042531
3.904000,4943.902703,66174.272754
3.906000,4943.591863,66169.504350
3.908000,4943.281107,66164.737316
3.910000,4942.970437,66159.971650
3.912000,4942.659851,66155.207351
3.914000,4942.349350,66150.444417
3.916000,4942.038934,66145.682847
3.918000,4941.728602,66140.922638
3.920000,4941.418354,66136.163789
3.922000,4941.108190,66131.406300
3.924000,4940.798111,66126.650167
3.926000,4940.488116,66121.895389
3.928000,4940.178204,66117.141965
3.930000,4939.868377,66112.389893
3.932000,4939.558633,66107.639171
3.934000,4939.248972,66102.889798
3.936000,4938.939395,66098.141772
3.938000,4938.629902,66093.395092
3.940000,4938.320491,66088.649755
3.942000,4938.011164,66083.905761
3.944000,4937.701920,66079.163107
3.946000,4937.392759,66074.421793
3.948000,4937.083680,66069.681816
3.950000,4936.774684,66064.943174
3.952000,4936.465771,66060.205867
3.954000,4936.156940,66055.469893
3.956000,4935.848191,66050.735249
3.958000,4935.539525,66046.001935
3.960000,4935.230941,66041.269949
3.962000,4934.922439,66036.539289
3.964000,4934.614019,66031.809954
3.966000,4934.305680,66027.081941
3.968000,4933.997424,66022.355250
3.970000,4933.689248,66017.629879
3.972000,4933.381155,66012.905827
3.974000,4933.073142,66008.183091
3.976000,4932.765211,66003.461670
3.978000,4932.457362,65998.741563
3.980000,4932.149593,65994.022768
3.982000,4931.841905,65989.305283
3.984000,4931.534298,65984.589107
3.986000,4931.226771,65979.874238
3.988000,4930.919326,65975.160675
3.990000,4930.611960,65970.448417
3.992000,4930.304675,65965.737460
3.994000,4929.997471,65961.027805
3.996000,4929.690347,65956.319450
3.998000,4929.383302,65951.612392
4.000000,4929.076338,65946.906631
4.002000,4928.769453,65942.202165
4.004000,4928.462649,65937.498992
4.006000,4928.155924,65932.797110
4.008000,4927.849278,65928.096520
4.010000,4927.542712,65923.397217
4.012000,4927.236225,65918.699202
4.014000,4926.929818,65914.002473
4.016000,4926.623489,65909.307027
4.018000,4926.317240,65904.612864
4.020000,4926.011069,65899.919983
4.022000,4925.704977,65895.228380
4.024000,4925.398964,65890.538056
4.026000,4925.093030,65885.849009
4.028000,4924.787174,65881.161236
4.030000,4924.481396,65876.474737
4.032000,4924.175697,65871.789509
4.034000,4923.870076,65867.105552
4.036000,4923.564533,65862.422864
4.038000,4923.259067,65857.741444
4.040000,4922.953680,65853.061289
4.042000,4922.648371,65848.382399
4.044000,4922.343139,65843.704772
4.046000,4922.037984,65839.028406
4.048000,4921.732907,65834.353300
4.050000,4921.427908,65829.679452
4.052000,4921.122985,65825.006862
4.054000,4920.818140,65820.335527
4.056000,4920.513372,65815.665446
4.058000,4920.208681,65810.996617
4.060000,4919.904066,65806.329040
4.062000,4919.599528,65801.662712
4.064000,4919.295067,65796.997632
4.066000,4918.990682,65792.333798
4.068000,4918.686374,65787.671210
4.070000,4918.382142,65783.009866
4.072000,4918.077986,65778.349763
4.074000,4917.773907,65773.690902
4.076000,4917.469903,65769.033279
4.078000,4917.165975,65764.376895
4.080000,4916.862123,65759.721746
4.082000,4916.558346,65755.067833
4.084000,4916.254646,65750.415153
4.086000,4915.951020,65745.763705
4.088000,4915.647470,65741.113487
4.090000,4915.343996,65736.464499
4.092000,4915.040596,65731.816738
4.094000,4914.737272,65727.170204
4.096000,4914.434022,65722.524894
4.098000,4914.130847,65717.880808
4.100000,4913.827748,65713.237943
4.102000,4913.524722,65708.596299
4.104000,4913.221772,65703.955874
4.106000,4912.918896,65699.316666
4.108000,4912.616094,65694.678675
4.110000,4912.313366,65690.041898
4.112000,4912.010713,65685.406335
4.114000,4911.708133,65680.771983
4.116000,4911.405628,65676.138842
4.118000,4911.103196,65671.506910
4.120000,4910.800839,65666.876186
4.122000,4910.498554,65662.246668
4.124000,4910.196344,65657.618354
4.126000,4909.894207,65652.991245
4.128000,4909.592143,65648.365337
4.130000,4909.290152,65643.740629
4.132000,4908.988235,65639.117121
4.134000,4908.686391,65634.494811
4.136000,4908.384619,65629.873697
4.138000,4908.082921,65625.253778
4.140000,4907.781295,65620.635053
4.142000,4907.479742,65616.017520
4.144000,4907.178261,65611.401177
4.146000,4906.876853,65606.786025
4.148000,4906.575517,65602.172060
4.150000,4906.274254,65597.559282
4.152000,4905.973063,65592.947689
4.154000,4905.671943,65588.337280
4.156000,4905.370896,65583.728054
4.158000,4905.069921,65579.120008
4.160000,4904.769017,65574.513143
4.162000,4904.468185,65569.907456
4.164000,4904.167425,65565.302946
4.166000,4903.866736,65560.699612
4.168000,4903.566118,65556.097452
4.170000,4903.265572,65551.496465
4.172000,4902.965097,65546.896649
4.174000,4902.664694,65542.298016
4.176000,4902.364363,65537.700561
4.178000,4902.064104,65533.104277
4.180000,4901.763915,65528.509159
4.182000,4901.463797,65523.915200
4.184000,4901.163750,65519.322399
4.186000,4900.863773,65514.730753
4.188000,4900.563867,65510.140259
4.190000,4900.264030,65505.550917
4.192000,4899.964264,65500.962723
4.194000,4899.664567,65496.375678
4.196000,4899.364940,65491.789780
4.198000,4899.065383,65487.205026
4.200000,4898.765895,65482.621416
4.202000,4898.466478,65478.038949
4.204000,4898.167129,65473.457623
4.206000,4897.867850,65468.877437
4.208000,4897.568641,65464.298389
4.210000,4897.269501,65459.720478
4.212000,4896.970430,65455.143702
4.214000,4896.671428,65450.568061
4.216000,4896.372496,65445.993553
4.218000,4896.073632,65441.420177
4.220000,4895.774838,65436.847931
4.222000,4895.476112,65432.276814
4.224000,4895.177455,65427.706824
4.226000,4894.878867,65423.137961
4.228000,4894.580348,65418.570222
4.230000,4894.281897,65414.003607
4.232000,4893.983515,65409.438115
4.234000,4893.685201,65404.873743
4.236000,4893.386956,65400.310490
4.238000,4893.088779,65395.748356
4.240000,4892.790670,65391.187339
4.242000,4892.492630,65386.627437
4.244000,4892.194658,65382.068650
4.246000,4891.896753,65377.510975
4.248000,4891.598917,65372.954411
4.250000,4891.301149,65368.398958
4.252000,4891.003449,65363.844614
4.254000,4890.705816,65359.291377
4.256000,4890.408251,65354.739247
4.258000,4890.110754,65350.188221
4.260000,4889.813325,65345.638299
4.262000,4889.515963,65341.089479
4.264000,4889.218668,65336.541761
4.266000,4888.921441,65331.995141
4.268000,4888.624281,65327.449621
4.270000,4888.327188,65322.905197
4.272000,4888.030163,65318.361868
4.274000,4887.733205,65313.819635
4.276000,4887.436313,65309.278494
4.278000,4887.139489,65304.738445
4.280000,4886.842732,65300.199486
4.282000,4886.546041,65295.661617
4.284000,4886.249417,65291.124836
4.286000,4885.952860,65286.589141
4.288000,4885.656370,65282.054532
4.290000,4885.359946,65277.521006
4.292000,4885.063589,65272.988563
4.294000,4884.767298,65268.457202
4.296000,4884.471073,65263.926921
4.298000,4884.174915,65259.397718
4.300000,4883.878823,65254.869593
4.302000,4883.582797,65250.342545
4.304000,4883.286838,65245.816571
4.306000,4882.990944,65241.291672
4.308000,4882.695116,65236.767844
4.310000,4882.399354,65232.245088
4.312000,4882.103658,65227.723402
4.314000,4881.808028,65223.202784
4.316000,4881.512463,65218.683234
4.318000,4881.216964,65214.164750
4.320000,4880.921531,65209.647331
4.322000,4880.626163,65205.130975
4.324000,4880.330860,65200.615682
4.326000,4880.035623,65196.101449
4.328000,4879.740451,65191.588277
4.330000,4879.445344,65187.076163
4.332000,4879.150303,65182.565106
4.334000,4878.855326,65178.055105
4.336000,4878.560415,65173.546159
4.338000,4878.265568,65169.038267
4.340000,4877.970786,65164.531427
4.342000,4877.676069,65160.025637
4.344000,4877.381417,65155.520898
4.346000,4877.086830,65151.017207
4.348000,4876.792307,65146.514564
4.350000,4876.497848,65142.012966
4.352000,4876.203455,65137.512413
4.354000,4875.909125,65133.012904
4.356000,4875.614860,65128.514437
4.358000,4875.320659,65124.017012
4.360000,4875.026522,65119.520626
4.362000,4874.732450,65115.025279
4.364000,4874.438441,65110.530969
4.366000,4874.144497,65106.037695
4.368000,4873.850616,65101.545457
4.370000,4873.556799,65097.054252
4.372000,4873.263046,65092.564080
4.374000,4872.969357,65088.074939
4.376000,4872.675731,65083.586828
4.378000,4872.382169,65079.099745
4.380000,4872.088671,65074.613691
4.382000,4871.795236,65070.128663
4.384000,4871.501864,65065.644660
4.386000,4871.208556,65061.161681
4.388000,4870.915311,65056.679725
4.390000,4870.622129,65052.198791
4.392000,4870.329011,65047.718876
4.394000,4870.035955,65043.239982
4.396000,4869.742962,65038.762105
4.398000,4869.450032,65034.285244
4.400000,4869.157166,65029.809400
4.402000,4868.864361,65025.334570
4.404000,4868.571620,65020.860753
4.406000,4868.278941,65016.387948
4.408000,4867.986325,65011.916153
4.410000,4867.693771,65007.445369
4.412000,4867.401280,65002.975592
4.414000,4867.108851,64998.506823
4.416000,4866.816485,64994.039060
4.418000,4866.524181,64989.572302
4.420000,4866.231939,64985.106548
4.422000,4865.939759,64980.641796
4.424000,4865.647641,64976.178045
4.426000,4865.355585,64971.715294
4.428000,4865.063591,64967.253543
4.430000,4864.771659,64962.792789
4.432000,4864.479789,64958.333031
4.434000,4864.187980,64953.874270
4.436000,4863.896233,64949.416502
4.438000,4863.604548,64944.959727
4.440000,4863.312924,64940.503945
4.442000,4863.021362,64936.049153
4.444000,4862.729861,64931.595351
4.446000,4862.438421,64927.142537
4.448000,4862.147043,64922.690710
4.450000,4861.855725,64918.239870
4.452000,4861.564469,64913.790014
4.454000,4861.273274,64909.341142
4.456000,4860.982140,64904.893253
4.458000,4860.691067,64900.446345
4.460000,4860.400055,64896.000418
4.462000,4860.109103,64891.555470
4.464000,4859.818213,64887.111499
4.466000,4859.527383,64882.668506
4.468000,4859.236613,64878.226488
4.470000,4858.945904,64873.785445
4.472000,4858.655256,64869.345375
4.474000,4858.364668,64864.906278
4.476000,4858.074140,64860.468152
4.478000,4857.783672,64856.030996
4.480000,4857.493265,64851.594808
4.482000,4857.202918,64847.159589
4.484000,4856.912631,64842.725336
4.486000,4856.622404,64838.292048
4.488000,4856.332237,64833.859725
4.490000,4856.042130,64829.428365
4.492000,4855.752082,64824.997967
4.494000,4855.462094,64820.568530
4.496000,4855.172166,64816.140052
4.498000,4854.882298,64811.712534
4.500000,4854.592489,64807.285973
4.502000,4854.302740,64802.860368
4.504000,4854.013050,64798.435719
4.506000,4853.723419,64794.012024
4.508000,4853.433848,64789.589282
4.510000,4853.144336,64785.167492
4.512000,4852.854883,64780.746653
4.514000,4852.565489,64776.326764
4.516000,4852.276154,64771.907823
4.518000,4851.986878,64767.489830
4.520000,4851.697661,64763.072783
4.522000,4851.408503,64758.656682
4.524000,4851.119403,64754.241524
4.526000,4850.830362,64749.827310
4.528000,4850.541380,64745.414038
4.530000,4850.252457,64741.001707
4.532000,4849.963592,64736.590315
4.534000,4849.674785,64732.179862
4.536000,4849.386037,64727.770347
4.538000,4849.097347,64723.361768
4.540000,4848.808715,64718.954125
4.542000,4848.520141,64714.547416
4.544000,4848.231626,64710.141640
4.546000,4847.943169,64705.736797
4.548000,4847.654769,64701.332884
4.550000,4847.366428,64696.929902
4.552000,4847.078144,64692.527848
4.554000,4846.789918,64688.126722
4.556000,4846.501750,64683.726522
4.558000,4846.213639,64679.327249
4.560000,4845.925587,64674.928900
4.562000,4845.637591,64670.531474
4.564000,4845.349653,64666.134971
4.566000,4845.061773,64661.739389
4.568000,4844.773950,64657.344727
4.570000,4844.486184,64652.950984
4.572000,4844.198475,64648.558160
4.574000,4843.910823,64644.166252
4.576000,4843.623229,64639.775260
4.578000,4843.335691,64635.385184
4.580000,4843.048211,64630.996021
4.582000,4842.760787,64626.607771
4.584000,4842.473420,64622.220432
4.586000,4842.186110,64617.834004
4.588000,4841.898856,64613.448486
4.590000,4841.611660,64609.063876
